customer_id,Recency,No_of_products,Total_profit,r_quartile,f_quartile,m_quartile,RFM_Score,customer_category
179,40,3,1814.59,3,1,2,312,Platunum customer
180,11,7,4065.3500000000004,4,3,3,433,Diamond Customer
181,50,5,2365.2400000000002,2,2,2,222,Gold customer
182,13,7,5409.120000000001,4,3,4,434,Diamond Customer
183,102,6,3187.8399999999997,1,3,3,133,Silver customer
184,32,3,2181.3500000000004,3,1,2,312,Platunum customer
186,23,6,2166.17,3,3,2,332,Platunum customer
188,15,6,2658.87,4,3,2,432,Diamond Customer
189,3,5,5329.98,4,2,4,424,Diamond Customer
190,29,4,704.2800000000002,3,1,1,311,Platunum customer
192,79,4,1519.4700000000003,2,1,1,211,Gold customer
193,24,5,2551.5,3,2,2,322,Platunum customer
194,108,3,2608.28,1,1,2,112,Silver customer
195,0,7,9633.409999999998,4,3,4,434,Diamond Customer
196,146,8,3737.9999999999995,1,4,3,143,Silver customer
198,58,9,6631.870000000001,2,4,4,244,Gold customer
199,15,4,2650.53,4,1,2,412,Diamond Customer
200,7,9,7283.86,4,4,4,444,Diamond Customer
201,28,8,4369.02,3,4,4,344,Platunum customer
202,18,3,1295.9100000000003,4,1,1,411,Diamond Customer
203,11,5,1481.12,4,2,1,421,Diamond Customer
204,27,8,6287.290000000001,3,4,4,344,Platunum customer
205,52,9,2008.2699999999995,2,4,2,242,Gold customer
208,27,5,3342.02,3,2,3,323,Platunum customer
210,22,6,2957.0299999999997,3,3,3,333,Platunum customer
211,39,9,4090.05,3,4,3,343,Platunum customer
212,187,2,1790.41,1,1,2,112,Silver customer
213,28,10,7534.4800000000005,3,4,4,344,Platunum customer
214,56,5,1595.7299999999998,2,2,1,221,Gold customer
215,3,8,3889.3900000000003,4,4,3,443,Diamond Customer
216,16,4,2152.05,4,1,2,412,Diamond Customer
218,14,4,1476.17,4,1,1,411,Diamond Customer
219,40,6,1688.33,3,3,1,331,Platunum customer
220,15,6,4304.11,4,3,4,434,Diamond Customer
221,18,6,3865.6800000000007,4,3,3,433,Diamond Customer
222,20,2,1428.06,3,1,1,311,Platunum customer
224,1,6,3692.0900000000006,4,3,3,433,Diamond Customer
225,37,3,1587.5500000000002,3,1,1,311,Platunum customer
226,116,2,1173.8600000000001,1,1,1,111,Brownz customer
227,26,5,3906.03,3,2,3,323,Platunum customer
228,77,5,3719.75,2,2,3,223,Gold customer
230,36,11,5319.630000000001,3,4,4,344,Platunum customer
231,45,4,2344.5200000000004,3,1,2,312,Platunum customer
232,141,6,3157.5899999999997,1,3,3,133,Silver customer
233,17,6,2187.0899999999997,4,3,2,432,Diamond Customer
234,11,9,5763.129999999999,4,4,4,444,Diamond Customer
235,2,11,4685.820000000001,4,4,4,444,Diamond Customer
236,6,4,2434.64,4,1,2,412,Diamond Customer
237,26,8,3635.04,3,4,3,343,Platunum customer
239,1,9,5928.23,4,4,4,444,Diamond Customer
240,88,6,2338.2099999999996,1,3,2,132,Silver customer
241,47,4,1922.8199999999997,2,1,2,212,Gold customer
242,131,7,2558.7,1,3,2,132,Silver customer
243,74,5,2193.55,2,2,2,222,Gold customer
245,12,5,2213.0199999999995,4,2,2,422,Diamond Customer
246,27,9,3174.16,3,4,3,343,Platunum customer
247,112,7,4913.16,1,3,4,134,Silver customer
248,134,7,3193.3199999999997,1,3,3,133,Silver customer
249,47,9,2236.13,2,4,2,242,Gold customer
250,31,6,2963.23,3,3,3,333,Platunum customer
251,38,4,1210.0,3,1,1,311,Platunum customer
252,62,5,2597.6400000000003,2,2,2,222,Gold customer
253,17,5,1191.29,4,2,1,421,Diamond Customer
254,41,7,6780.95,3,3,4,334,Platunum customer
255,57,11,6813.82,2,4,4,244,Gold customer
256,0,5,1728.66,4,2,1,421,Diamond Customer
257,92,5,3650.5300000000007,1,2,3,123,Silver customer
258,18,5,1642.58,4,2,1,421,Diamond Customer
259,27,4,2124.65,3,1,2,312,Platunum customer
260,8,9,3381.41,4,4,3,443,Diamond Customer
263,46,7,3476.9399999999996,2,3,3,233,Gold customer
264,48,4,1025.2999999999997,2,1,1,211,Gold customer
265,79,4,2692.9100000000003,2,1,2,212,Gold customer
266,32,4,1742.83,3,1,1,311,Platunum customer
268,69,4,2713.19,2,1,2,212,Gold customer
269,168,5,1668.85,1,2,1,121,Silver customer
271,202,2,1026.2700000000002,1,1,1,111,Brownz customer
272,91,7,3842.0699999999997,1,3,3,133,Silver customer
274,149,4,790.0600000000001,1,1,1,111,Brownz customer
275,132,6,4126.6,1,3,4,134,Silver customer
279,14,6,2455.9300000000003,4,3,2,432,Diamond Customer
281,9,4,2233.67,4,1,2,412,Diamond Customer
282,69,2,624.15,2,1,1,211,Gold customer
283,91,5,4792.79,1,2,4,124,Silver customer
284,133,5,3251.42,1,2,3,123,Silver customer
285,7,6,2626.74,4,3,2,432,Diamond Customer
286,137,4,1954.7,1,1,2,112,Silver customer
287,138,1,1408.91,1,1,1,111,Brownz customer
289,44,9,3924.11,3,4,3,343,Platunum customer
291,40,2,605.01,3,1,1,311,Platunum customer
293,10,5,1991.9300000000003,4,2,2,422,Diamond Customer
297,8,4,3599.1800000000007,4,1,3,413,Diamond Customer
298,8,9,4382.4800000000005,4,4,4,444,Diamond Customer
299,92,7,6897.92,1,3,4,134,Silver customer
300,156,5,3475.8999999999996,1,2,3,123,Silver customer
301,93,2,89.71000000000001,1,1,1,111,Brownz customer
303,43,3,3247.08,3,1,3,313,Platunum customer
304,80,9,2785.0400000000004,2,4,2,242,Gold customer
305,33,6,2229.2799999999997,3,3,2,332,Platunum customer
306,123,2,239.35000000000002,1,1,1,111,Brownz customer
307,15,9,3660.95,4,4,3,443,Diamond Customer
308,25,6,4086.21,3,3,3,333,Platunum customer
309,9,4,2208.58,4,1,2,412,Diamond Customer
310,8,7,4744.19,4,3,4,434,Diamond Customer
311,61,6,4054.480000000001,2,3,3,233,Gold customer
312,13,5,4570.38,4,2,4,424,Diamond Customer
313,17,6,3186.63,4,3,3,433,Diamond Customer
314,20,8,3200.1500000000005,3,4,3,343,Platunum customer
315,27,9,2200.11,3,4,2,342,Platunum customer
316,11,4,2158.71,4,1,2,412,Diamond Customer
317,80,4,2766.2700000000004,2,1,2,212,Gold customer
318,9,7,3632.18,4,3,3,433,Diamond Customer
320,12,10,7204.660000000002,4,4,4,444,Diamond Customer
322,1,11,10336.769999999999,4,4,4,444,Diamond Customer
323,35,6,2020.7300000000002,3,3,2,332,Platunum customer
324,21,5,1779.6999999999996,3,2,1,321,Platunum customer
325,133,6,4465.08,1,3,4,134,Silver customer
326,161,3,1201.2499999999998,1,1,1,111,Brownz customer
327,16,5,3498.63,4,2,3,423,Diamond Customer
328,4,8,2357.8,4,4,2,442,Diamond Customer
329,34,6,3618.01,3,3,3,333,Platunum customer
330,107,6,5296.799999999999,1,3,4,134,Silver customer
331,82,6,4404.67,2,3,4,234,Gold customer
332,263,2,239.35000000000002,1,1,1,111,Brownz customer
333,22,6,3186.7200000000003,3,3,3,333,Platunum customer
334,56,6,2127.59,2,3,2,232,Gold customer
337,37,6,3388.8199999999997,3,3,3,333,Platunum customer
339,58,5,4327.24,2,2,4,224,Gold customer
341,134,2,955.0799999999999,1,1,1,111,Brownz customer
342,93,3,468.8599999999999,1,1,1,111,Brownz customer
343,103,9,5193.5599999999995,1,4,4,144,Silver customer
345,19,7,3971.4599999999996,3,3,3,333,Platunum customer
346,12,9,6420.7,4,4,4,444,Diamond Customer
347,59,7,8326.369999999999,2,3,4,234,Gold customer
348,125,6,2071.99,1,3,2,132,Silver customer
349,166,5,1669.26,1,2,1,121,Silver customer
350,4,6,1008.7100000000002,4,3,1,431,Diamond Customer
351,11,2,1438.6200000000001,4,1,1,411,Diamond Customer
352,25,6,4404.400000000001,3,3,4,334,Platunum customer
354,67,6,3101.72,2,3,3,233,Gold customer
355,45,5,2662.75,3,2,2,322,Platunum customer
356,61,5,2358.0,2,2,2,222,Gold customer
359,8,10,2921.7599999999998,4,4,3,443,Diamond Customer
360,8,5,5070.23,4,2,4,424,Diamond Customer
361,146,7,3428.15,1,3,3,133,Silver customer
362,89,4,463.02,1,1,1,111,Brownz customer
363,14,6,9458.169999999998,4,3,4,434,Diamond Customer
364,11,6,3329.97,4,3,3,433,Diamond Customer
365,50,7,4724.04,2,3,4,234,Gold customer
366,115,6,2692.7,1,3,2,132,Silver customer
367,43,5,2022.2000000000003,3,2,2,322,Platunum customer
369,101,8,3931.7700000000004,1,4,3,143,Silver customer
371,9,5,5004.52,4,2,4,424,Diamond Customer
372,31,8,2598.13,3,4,2,342,Platunum customer
373,223,1,1103.43,1,1,1,111,Brownz customer
374,13,6,5271.75,4,3,4,434,Diamond Customer
375,91,4,487.99999999999994,1,1,1,111,Brownz customer
376,43,3,368.1700000000001,3,1,1,311,Platunum customer
377,6,11,4124.420000000001,4,4,4,444,Diamond Customer
378,124,7,3236.3199999999997,1,3,3,133,Silver customer
380,35,8,6196.16,3,4,4,344,Platunum customer
382,35,7,1657.4499999999998,3,3,1,331,Platunum customer
385,78,9,5220.5199999999995,2,4,4,244,Gold customer
386,66,5,2415.9700000000003,2,2,2,222,Gold customer
387,31,3,3417.7799999999997,3,1,3,313,Platunum customer
389,113,6,2123.26,1,3,2,132,Silver customer
390,76,5,869.56,2,2,1,221,Gold customer
392,101,7,5025.310000000001,1,3,4,134,Silver customer
393,146,2,866.5799999999999,1,1,1,111,Brownz customer
394,45,8,5445.46,3,4,4,344,Platunum customer
395,30,6,3528.1899999999996,3,3,3,333,Platunum customer
396,29,6,4647.130000000001,3,3,4,334,Platunum customer
397,45,5,2618.0,3,2,2,322,Platunum customer
399,49,6,5020.5,2,3,4,234,Gold customer
400,134,5,2688.92,1,2,2,122,Silver customer
401,29,7,3643.0299999999997,3,3,3,333,Platunum customer
402,56,6,4965.429999999999,2,3,4,234,Gold customer
404,18,8,4874.55,4,4,4,444,Diamond Customer
406,106,5,3445.0099999999998,1,2,3,123,Silver customer
408,17,5,3082.2799999999997,4,2,3,423,Diamond Customer
409,13,4,2267.84,4,1,2,412,Diamond Customer
411,187,5,2553.8300000000004,1,2,2,122,Silver customer
414,47,6,2304.56,2,3,2,232,Gold customer
415,248,2,1490.77,1,1,1,111,Brownz customer
417,70,7,3807.6400000000003,2,3,3,233,Gold customer
419,14,7,5027.369999999999,4,3,4,434,Diamond Customer
420,59,10,3652.17,2,4,3,243,Gold customer
421,56,6,3952.1500000000005,2,3,3,233,Gold customer
424,74,7,4525.19,2,3,4,234,Gold customer
425,25,7,7388.6,3,3,4,334,Platunum customer
426,59,8,5302.900000000001,2,4,4,244,Gold customer
427,109,4,2515.6800000000003,1,1,2,112,Silver customer
428,51,8,3355.11,2,4,3,243,Gold customer
429,18,8,3652.2599999999998,4,4,3,443,Diamond Customer
430,65,6,5625.17,2,3,4,234,Gold customer
431,138,1,1215.34,1,1,1,111,Brownz customer
432,21,8,5110.170000000001,3,4,4,344,Platunum customer
433,15,9,3754.1600000000008,4,4,3,443,Diamond Customer
435,102,4,4727.750000000001,1,1,4,114,Silver customer
436,50,3,2124.71,2,1,2,212,Gold customer
437,48,6,3045.5999999999995,2,3,3,233,Gold customer
438,51,8,7692.39,2,4,4,244,Gold customer
440,11,8,2481.1899999999996,4,4,2,442,Diamond Customer
441,62,3,1750.76,2,1,1,211,Gold customer
444,45,7,3807.4599999999996,3,3,3,333,Platunum customer
445,24,11,8081.860000000001,3,4,4,344,Platunum customer
446,52,8,5363.299999999999,2,4,4,244,Gold customer
447,0,5,2690.73,4,2,2,422,Diamond Customer
448,188,4,2413.08,1,1,2,112,Silver customer
449,133,6,3292.4000000000005,1,3,3,133,Silver customer
450,82,4,3178.3,2,1,3,213,Gold customer
452,24,5,1561.59,3,2,1,321,Platunum customer
455,67,3,1600.9,2,1,1,211,Gold customer
456,88,5,2183.0999999999995,1,2,2,122,Silver customer
457,115,5,3680.3399999999992,1,2,3,123,Silver customer
458,26,5,1247.2400000000002,3,2,1,321,Platunum customer
459,38,5,2402.4,3,2,2,322,Platunum customer
460,76,3,1862.0100000000002,2,1,2,212,Gold customer
461,20,8,5722.38,3,4,4,344,Platunum customer
463,59,7,3829.7,2,3,3,233,Gold customer
465,4,6,3488.7900000000004,4,3,3,433,Diamond Customer
467,169,6,3850.3199999999997,1,3,3,133,Silver customer
468,94,6,4063.59,1,3,3,133,Silver customer
469,101,10,4177.21,1,4,4,144,Silver customer
470,9,7,1890.57,4,3,2,432,Diamond Customer
471,48,6,3918.11,2,3,3,233,Gold customer
472,49,5,3309.79,2,2,3,223,Gold customer
473,115,9,8364.66,1,4,4,144,Silver customer
474,97,2,1520.73,1,1,1,111,Brownz customer
475,24,7,2907.28,3,3,3,333,Platunum customer
477,35,5,3375.0600000000004,3,2,3,323,Platunum customer
481,14,2,1617.21,4,1,1,411,Diamond Customer
483,40,7,2307.78,3,3,2,332,Platunum customer
484,19,5,1704.7799999999997,3,2,1,321,Platunum customer
485,14,6,2715.28,4,3,2,432,Diamond Customer
486,91,5,4915.77,1,2,4,124,Silver customer
487,139,2,687.5100000000001,1,1,1,111,Brownz customer
488,27,7,1172.1000000000001,3,3,1,331,Platunum customer
489,124,5,2073.68,1,2,2,122,Silver customer
490,53,9,4593.01,2,4,4,244,Gold customer
491,68,7,2735.71,2,3,2,232,Gold customer
492,89,4,2707.8999999999996,1,1,2,112,Silver customer
493,75,3,151.93999999999997,2,1,1,211,Gold customer
494,133,3,894.9899999999998,1,1,1,111,Brownz customer
495,128,6,4087.0400000000004,1,3,3,133,Silver customer
496,45,4,1310.77,3,1,1,311,Platunum customer
498,7,7,4982.41,4,3,4,434,Diamond Customer
499,55,11,4043.5799999999995,2,4,3,243,Gold customer
500,24,8,3977.8100000000004,3,4,3,343,Platunum customer
502,166,4,2508.8100000000004,1,1,2,112,Silver customer
503,83,3,1280.6399999999996,2,1,1,211,Gold customer
504,136,8,2714.7599999999998,1,4,2,142,Silver customer
506,56,10,6985.24,2,4,4,244,Gold customer
508,155,4,2587.54,1,1,2,112,Silver customer
509,89,6,4389.7300000000005,1,3,4,134,Silver customer
511,11,5,2782.8799999999997,4,2,2,422,Diamond Customer
512,95,4,1136.3400000000001,1,1,1,111,Brownz customer
514,123,5,2144.29,1,2,2,122,Silver customer
515,14,8,5916.69,4,4,4,444,Diamond Customer
516,19,10,4722.210000000001,3,4,4,344,Platunum customer
517,10,6,2632.1600000000003,4,3,2,432,Diamond Customer
518,261,3,938.2500000000001,1,1,1,111,Brownz customer
520,16,5,819.26,4,2,1,421,Diamond Customer
521,154,2,624.9000000000001,1,1,1,111,Brownz customer
523,18,6,2795.7700000000004,4,3,2,432,Diamond Customer
524,138,7,2024.5299999999997,1,3,2,132,Silver customer
525,119,8,3584.83,1,4,3,143,Silver customer
527,43,2,1694.76,3,1,1,311,Platunum customer
528,134,7,4175.150000000001,1,3,4,134,Silver customer
529,12,6,2339.14,4,3,2,432,Diamond Customer
530,162,3,1751.35,1,1,1,111,Brownz customer
531,61,5,1761.4599999999998,2,2,1,221,Gold customer
532,28,5,2963.81,3,2,3,323,Platunum customer
533,2,6,5387.05,4,3,4,434,Diamond Customer
536,32,3,2832.0599999999995,3,1,3,313,Platunum customer
537,49,3,825.7299999999999,2,1,1,211,Gold customer
538,4,7,6447.150000000001,4,3,4,434,Diamond Customer
540,79,6,1821.0300000000002,2,3,2,232,Gold customer
542,38,6,2098.52,3,3,2,332,Platunum customer
543,0,5,1924.15,4,2,2,422,Diamond Customer
544,173,4,2246.42,1,1,2,112,Silver customer
545,6,6,5665.789999999999,4,3,4,434,Diamond Customer
546,37,5,4449.529999999999,3,2,4,324,Platunum customer
547,74,6,2901.1899999999996,2,3,3,233,Gold customer
549,40,8,3751.75,3,4,3,343,Platunum customer
551,152,4,2850.0,1,1,3,113,Silver customer
552,159,4,1577.7000000000003,1,1,1,111,Brownz customer
553,19,6,2566.27,3,3,2,332,Platunum customer
554,38,3,1670.6699999999998,3,1,1,311,Platunum customer
555,165,4,3505.629999999999,1,1,3,113,Silver customer
559,6,4,1824.4800000000002,4,1,2,412,Diamond Customer
560,41,6,3583.46,3,3,3,333,Platunum customer
563,33,7,1931.1299999999997,3,3,2,332,Platunum customer
564,11,6,2143.39,4,3,2,432,Diamond Customer
565,104,10,7079.07,1,4,4,144,Silver customer
566,52,3,2145.5599999999995,2,1,2,212,Gold customer
568,91,7,1258.1,1,3,1,131,Silver customer
569,98,4,6084.139999999999,1,1,4,114,Silver customer
570,35,6,3446.07,3,3,3,333,Platunum customer
571,72,3,2284.98,2,1,2,212,Gold customer
572,13,6,2600.44,4,3,2,432,Diamond Customer
574,277,4,2172.4100000000003,1,1,2,112,Silver customer
575,248,2,714.24,1,1,1,111,Brownz customer
576,7,6,4580.35,4,3,4,434,Diamond Customer
579,52,9,4204.6,2,4,4,244,Gold customer
580,24,5,2185.5099999999998,3,2,2,322,Platunum customer
581,53,4,2223.5499999999997,2,1,2,212,Gold customer
583,31,4,2258.1899999999996,3,1,2,312,Platunum customer
584,132,4,1270.2099999999998,1,1,1,111,Brownz customer
585,97,6,2174.5,1,3,2,132,Silver customer
586,90,3,2562.4700000000003,1,1,2,112,Silver customer
587,53,6,3293.38,2,3,3,233,Gold customer
588,19,5,3603.85,3,2,3,323,Platunum customer
589,10,3,1397.8999999999999,4,1,1,411,Diamond Customer
590,43,11,6119.6,3,4,4,344,Platunum customer
591,221,2,484.9599999999999,1,1,1,111,Brownz customer
592,199,4,1071.53,1,1,1,111,Brownz customer
595,184,3,2011.1599999999999,1,1,2,112,Silver customer
596,85,3,3836.34,2,1,3,213,Gold customer
597,61,5,1830.3900000000003,2,2,2,222,Gold customer
598,131,7,3535.5600000000004,1,3,3,133,Silver customer
600,206,3,1854.7800000000002,1,1,2,112,Silver customer
601,58,5,1423.44,2,2,1,221,Gold customer
603,49,7,3148.1000000000004,2,3,3,233,Gold customer
604,69,6,4661.959999999999,2,3,4,234,Gold customer
605,2,8,5025.639999999999,4,4,4,444,Diamond Customer
606,55,6,2488.5299999999997,2,3,2,232,Gold customer
607,58,10,7137.62,2,4,4,244,Gold customer
608,85,8,4050.1100000000006,2,4,3,243,Gold customer
609,36,4,2168.73,3,1,2,312,Platunum customer
610,46,9,3399.91,2,4,3,243,Gold customer
611,3,8,3500.4400000000005,4,4,3,443,Diamond Customer
612,1,4,2074.34,4,1,2,412,Diamond Customer
613,3,6,2098.59,4,3,2,432,Diamond Customer
615,42,4,3620.88,3,1,3,313,Platunum customer
617,20,4,2313.43,3,1,2,312,Platunum customer
618,308,2,1202.3899999999999,1,1,1,111,Brownz customer
619,65,7,3378.35,2,3,3,233,Gold customer
620,103,8,1981.2999999999997,1,4,2,142,Silver customer
623,93,3,1636.8900000000003,1,1,1,111,Brownz customer
624,90,3,3352.8900000000003,1,1,3,113,Silver customer
625,16,6,2326.08,4,3,2,432,Diamond Customer
626,54,9,3437.37,2,4,3,243,Gold customer
628,54,5,1313.8600000000001,2,2,1,221,Gold customer
629,64,8,2245.43,2,4,2,242,Gold customer
630,53,7,3717.21,2,3,3,233,Gold customer
631,16,6,1767.3899999999999,4,3,1,431,Diamond Customer
632,41,3,1726.6099999999997,3,1,1,311,Platunum customer
634,17,7,2853.1800000000003,4,3,3,433,Diamond Customer
637,7,13,5402.469999999999,4,4,4,444,Diamond Customer
639,8,6,2516.35,4,3,2,432,Diamond Customer
640,10,8,4278.6,4,4,4,444,Diamond Customer
641,202,4,2456.51,1,1,2,112,Silver customer
642,24,7,2724.29,3,3,2,332,Platunum customer
643,197,4,2308.04,1,1,2,112,Silver customer
644,157,3,550.0,1,1,1,111,Brownz customer
646,110,4,2533.4099999999994,1,1,2,112,Silver customer
647,42,9,5279.1900000000005,3,4,4,344,Platunum customer
648,57,7,4222.63,2,3,4,234,Gold customer
649,11,5,263.5399999999999,4,2,1,421,Diamond Customer
650,50,6,2904.69,2,3,3,233,Gold customer
651,18,3,3473.32,4,1,3,413,Diamond Customer
652,5,9,2488.9,4,4,2,442,Diamond Customer
653,37,5,2623.84,3,2,2,322,Platunum customer
654,28,3,1374.9,3,1,1,311,Platunum customer
655,51,6,5753.88,2,3,4,234,Gold customer
656,10,8,3749.56,4,4,3,443,Diamond Customer
657,76,6,2729.0,2,3,2,232,Gold customer
658,97,5,2596.17,1,2,2,122,Silver customer
660,12,4,3839.45,4,1,3,413,Diamond Customer
661,34,6,3308.0899999999997,3,3,3,333,Platunum customer
662,86,7,3873.0,2,3,3,233,Gold customer
